The model is build like:

=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
ShockTubeSodPINN                         --
©À©¤FCNet: 1-1                             --
©¦    ©¸©¤Tanh: 2-1                         --
©¦    ©¸©¤Sequential: 2-2                   --
©¦    ©¦    ©¸©¤Linear: 3-1                  90
©¦    ©¦    ©¸©¤Tanh: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  930
©¦    ©¦    ©¸©¤Tanh: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  930
©¦    ©¦    ©¸©¤Tanh: 3-6                    --
©¦    ©¦    ©¸©¤Linear: 3-7                  930
©¦    ©¦    ©¸©¤Tanh: 3-8                    --
©¦    ©¦    ©¸©¤Linear: 3-9                  930
©¦    ©¦    ©¸©¤Tanh: 3-10                   --
©¦    ©¦    ©¸©¤Linear: 3-11                 930
©¦    ©¦    ©¸©¤Tanh: 3-12                   --
©¦    ©¦    ©¸©¤Linear: 3-13                 930
©¦    ©¦    ©¸©¤Tanh: 3-14                   --
©¦    ©¦    ©¸©¤Linear: 3-15                 93
=================================================================
Total params: 5,763
Trainable params: 5,763
Non-trainable params: 0
=================================================================

Start Train .....


Elapsed [0:00:09], Iteration [200/6000], PINNs/loss: 4.97e-01, PINNs/loss_f: 2.02e-03, PINNs/loss_ic: 2.05e-03
Elapsed [0:01:29], Iteration [2400/6000], PINNs/loss: 5.06e-01, PINNs/loss_f: 2.72e-03, PINNs/loss_ic: 2.06e-03

Elapsed [0:01:37], Iteration [2600/6000], PINNs/loss: 4.73e-01, PINNs/loss_f: 2.31e-03, PINNs/loss_ic: 1.81e-03

Elapsed [0:01:44], Iteration [2800/6000], PINNs/loss: 4.43e-01, PINNs/loss_f: 1.86e-03, PINNs/loss_ic: 1.60e-03

Elapsed [0:01:51], Iteration [3000/6000], PINNs/loss: 4.14e-01, PINNs/loss_f: 1.46e-03, PINNs/loss_ic: 1.41e-03

Elapsed [0:01:58], Iteration [3200/6000], PINNs/loss: 3.86e-01, PINNs/loss_f: 1.16e-03, PINNs/loss_ic: 1.24e-03

Elapsed [0:02:05], Iteration [3400/6000], PINNs/loss: 3.60e-01, PINNs/loss_f: 9.59e-04, PINNs/loss_ic: 1.08e-03

Elapsed [0:02:13], Iteration [3600/6000], PINNs/loss: 3.36e-01, PINNs/loss_f: 8.46e-04, PINNs/loss_ic: 9.44e-04

Elapsed [0:02:20], Iteration [3800/6000], PINNs/loss: 3.14e-01, PINNs/loss_f: 7.68e-04, PINNs/loss_ic: 8.20e-04

Elapsed [0:02:27], Iteration [4000/6000], PINNs/loss: 2.92e-01, PINNs/loss_f: 6.84e-04, PINNs/loss_ic: 7.09e-04
Saved model checkpoints into ./model/shock_tube...

Elapsed [0:02:35], Iteration [4200/6000], PINNs/loss: 2.71e-01, PINNs/loss_f: 5.88e-04, PINNs/loss_ic: 6.09e-04

Elapsed [0:02:42], Iteration [4400/6000], PINNs/loss: 2.50e-01, PINNs/loss_f: 4.99e-04, PINNs/loss_ic: 5.19e-04

Elapsed [0:02:49], Iteration [4600/6000], PINNs/loss: 2.31e-01, PINNs/loss_f: 4.29e-04, PINNs/loss_ic: 4.43e-04

Elapsed [0:02:56], Iteration [4800/6000], PINNs/loss: 2.14e-01, PINNs/loss_f: 3.83e-04, PINNs/loss_ic: 3.78e-04

Elapsed [0:03:03], Iteration [5000/6000], PINNs/loss: 1.99e-01, PINNs/loss_f: 3.55e-04, PINNs/loss_ic: 3.26e-04

Elapsed [0:03:10], Iteration [5200/6000], PINNs/loss: 1.86e-01, PINNs/loss_f: 3.25e-04, PINNs/loss_ic: 2.82e-04

Elapsed [0:03:17], Iteration [5400/6000], PINNs/loss: 1.74e-01, PINNs/loss_f: 2.90e-04, PINNs/loss_ic: 2.45e-04

Elapsed [0:03:24], Iteration [5600/6000], PINNs/loss: 1.62e-01, PINNs/loss_f: 2.58e-04, PINNs/loss_ic: 2.12e-04

Elapsed [0:03:31], Iteration [5800/6000], PINNs/loss: 1.50e-01, PINNs/loss_f: 2.33e-04, PINNs/loss_ic: 1.82e-04

Elapsed [0:03:39], Iteration [6000/6000], PINNs/loss: 1.40e-01, PINNs/loss_f: 2.15e-04, PINNs/loss_ic: 1.56e-04
Saved model checkpoints into ./model/shock_tube...
